Player,Comp,Age,Min,Gls,Ast,Pos,Tkl,Int,Clr,Blocks,Succ,Carries,KP,xG,xAG,Club
Finn Porath,de Bundesliga,27.0,1970,2,3,"DF,MF",45,21,67,27,16,418,22,1.9,2.0,
Pedro Porro,eng Premier League,24.0,2610,2,6,DF,66,36,84,75,14,1187,57,1.6,5.0,
Portu,es La Liga,32.0,779,1,2,"FW,MF",13,0,2,8,4,168,14,1.6,1.7,
Stefan Posch,it Serie A,27.0,714,0,0,DF,26,5,22,12,3,295,10,0.3,0.7,
Stefan Posch,it Serie A,27.0,387,0,0,DF,18,4,13,6,1,202,0,0.2,0.0,
Tom Pouilly,fr Ligue 1,21.0,273,0,0,"DF,MF",9,4,11,4,2,152,3,0.4,0.4,
Yussuf Poulsen,de Bundesliga,30.0,378,2,0,"FW,MF",10,0,14,8,1,89,7,3.3,0.6,
Beñat Prados,es La Liga,23.0,1715,1,0,MF,55,28,26,10,15,480,11,1.0,1.1,
Alexander Prass,de Bundesliga,23.0,1566,0,1,DF,42,9,53,30,20,605,18,0.9,2.8,
Matteo Prati,it Serie A,20.0,570,0,0,MF,10,7,10,5,3,155,6,0.1,0.7,
Abdón Prats,es La Liga,31.0,456,2,0,"FW,MF",2,1,5,1,1,77,3,2.2,0.1,
David Preu,de Bundesliga,19.0,121,0,0,"MF,DF",1,0,2,1,2,31,0,0.1,0.0,
Grischa Prömel,de Bundesliga,29.0,174,0,0,MF,0,2,4,1,0,70,0,0.0,0.0,
Ivan Provedel,it Serie A,30.0,2610,0,0,GK,0,1,12,1,0,744,3,0.0,0.3,
Ivan Prtajin,de Bundesliga,28.0,161,0,0,FW,3,0,3,2,1,38,1,0.5,0.1,
Javi Puado,es La Liga,26.0,2974,12,4,"FW,MF",22,5,19,19,21,623,22,11.6,3.0,
Tymoteusz Puchacz,de Bundesliga,25.0,396,0,1,DF,9,3,11,6,9,109,8,0.1,0.6,
Diego Pugno,it Serie A,18.0,7,0,0,FW,0,0,0,0,0,2,1,0.0,0.1,
Christian Pulisic,it Serie A,25.0,2478,11,9,"FW,MF",43,5,13,25,39,859,69,12.0,6.4,
Jarell Quansah,eng Premier League,21.0,495,0,0,DF,12,7,28,2,1,268,2,0.1,0.1,
Leopold Querfeld,de Bundesliga,20.0,1747,2,2,DF,25,19,144,6,3,531,10,1.1,1.0,
Dani Raba,es La Liga,28.0,1879,8,6,"FW,MF",37,14,19,16,46,523,47,7.5,5.3,
Adrien Rabiot,fr Ligue 1,29.0,2485,9,4,MF,49,21,32,38,26,1096,28,7.3,3.8,
Ionuț Radu,it Serie A,27.0,1350,0,0,GK,0,0,9,0,1,370,0,0.0,0.0,
Hamza Rafia,it Serie A,25.0,1058,0,0,MF,44,4,18,11,10,317,16,0.5,1.4,
Hákon Rafn Valdimarsson,eng Premier League,22.0,145,0,0,GK,0,0,2,0,0,44,0,0.0,0.0,
Arnau Rafús,es La Liga,21.0,90,0,0,GK,0,0,0,1,0,22,0,0.0,0.0,
Antonio Raillo,es La Liga,32.0,3207,2,0,DF,31,29,222,10,2,1108,13,2.0,1.6,
Antonio Raimondo,it Serie A,20.0,94,0,0,"FW,DF",2,0,0,0,0,21,1,0.3,0.1,
Ylber Ramadani,it Serie A,28.0,1807,1,1,MF,51,24,26,10,13,537,16,0.6,1.1,
Benito Ramírez,es La Liga,29.0,478,0,0,"DF,FW",10,1,14,13,3,211,13,0.3,0.9,
Sandro Ramírez,es La Liga,29.0,2034,9,3,"FW,MF",27,16,22,26,16,469,28,4.1,3.4,
Jacobo Ramón,es La Liga,19.0,204,1,0,DF,7,3,8,2,0,59,1,0.2,0.2,
Gonçalo Ramos,fr Ligue 1,23.0,1066,10,3,FW,11,0,5,8,1,155,15,13.6,2.2,
Aaron Ramsdale,eng Premier League,26.0,2700,0,0,GK,0,2,10,1,0,786,0,0.0,0.0,
Jacob Ramsey,eng Premier League,23.0,1623,1,3,"FW,MF",30,8,8,15,25,496,21,1.6,2.3,
Luca Ranieri,it Serie A,25.0,2981,0,3,DF,42,27,154,14,9,1234,16,1.1,1.7,
Grant Ranos,de Bundesliga,21.0,20,0,0,FW,1,0,0,0,0,10,0,0.0,0.0,
Lilian Raolisoa,fr Ligue 1,24.0,1318,0,3,"DF,FW",41,15,45,19,23,404,14,0.7,2.0,
Raphinha,es La Liga,27.0,2839,18,9,"FW,MF",36,11,26,36,52,1016,91,19.2,12.7,
Marcus Rashford,eng Premier League,26.0,978,4,1,"FW,MF",7,4,7,10,9,293,15,1.7,2.1,
Marcus Rashford,eng Premier League,26.0,444,2,2,FW,10,1,3,9,9,127,13,3.1,2.3,
Giacomo Raspadori,it Serie A,24.0,1103,6,1,"FW,MF",18,3,13,18,9,263,28,4.0,2.4,
Andrei Ratiu,es La Liga,26.0,3065,2,3,DF,71,27,73,56,76,1190,36,1.8,5.7,
Raúl,es La Liga,23.0,750,4,0,"FW,MF",13,0,6,7,11,153,3,3.5,0.7,
David Raum,de Bundesliga,26.0,1783,1,5,DF,38,9,47,32,11,593,48,0.5,6.5,
Federico Ravaglia,it Serie A,24.0,1056,0,0,GK,0,0,9,0,2,332,1,0.0,0.0,
Rayan Raveloson,fr Ligue 1,27.0,724,1,0,"MF,DF",6,5,22,9,7,216,3,0.8,0.2,
David Raya,eng Premier League,28.0,3420,0,0,GK,0,2,21,0,1,921,1,0.0,0.0,
Abderrahman Rebbach,es La Liga,25.0,385,0,0,"FW,MF",3,0,6,6,3,103,6,0.2,0.3,
Ante Rebić,it Serie A,30.0,788,1,0,"FW,MF",12,2,4,24,8,223,18,2.1,2.1,
Harrison Reed,eng Premier League,29.0,108,0,0,MF,6,1,3,3,0,31,1,0.2,0.1,
Remy Rees-Dottin,eng Premier League,18.0,1,0,0,FW,0,0,0,0,0,0,0,0.0,0.0,
Sergio Reguilón,eng Premier League,27.0,196,0,0,DF,4,4,8,4,2,88,1,0.1,0.0,
Tijjani Reijnders,it Serie A,26.0,3128,10,4,MF,26,38,28,16,36,1214,47,7.5,3.5,
Pepe Reina,it Serie A,41.0,1034,0,0,GK,0,0,3,0,0,245,0,0.0,0.0,
Vitor Reis,eng Premier League,18.0,1,0,0,DF,0,0,1,0,1,2,0,0.0,0.0,
Rocco Reitz,de Bundesliga,22.0,1830,2,1,MF,52,53,59,22,17,614,16,1.7,2.1,
Nicolai Remberg,de Bundesliga,24.0,2417,0,1,MF,45,29,100,16,7,552,9,1.5,0.8,
Álex Remiro,es La Liga,29.0,3240,0,0,GK,1,0,18,1,0,766,1,0.0,0.0,
Devyne Rensch,it Serie A,21.0,469,0,1,DF,17,7,12,4,0,161,2,0.3,0.8,
Daniel Requena,es La Liga,20.0,10,0,0,MF,0,0,0,1,0,2,0,0.0,0.0,
Guillaume Restes,fr Ligue 1,19.0,2543,0,1,GK,2,1,16,1,0,522,1,0.0,0.1,
Mateo Retegui,it Serie A,25.0,2383,25,8,FW,14,4,17,19,12,557,38,18.9,4.9,
Elvis Rexhbeçaj,de Bundesliga,26.0,1785,1,1,MF,27,16,22,37,10,463,16,1.4,1.1,
Gio Reyna,de Bundesliga,21.0,350,2,0,MF,7,0,9,4,4,150,2,0.2,0.2,
Chadi Riad,eng Premier League,21.0,90,0,0,DF,5,2,0,2,0,58,0,0.0,0.0,
Alexsandro Ribeiro,fr Ligue 1,24.0,2700,1,1,DF,32,27,143,9,5,1737,9,1.6,0.4,
Samuele Ricci,it Serie A,22.0,2825,1,1,MF,35,25,51,16,6,960,15,1.3,0.6,
Declan Rice,eng Premier League,25.0,2825,4,7,MF,53,25,51,15,14,1031,59,3.5,6.6,
Chris Richards,eng Premier League,24.0,1922,1,0,DF,47,19,121,13,1,517,2,1.4,0.1,
Amir Richardson,it Serie A,22.0,1024,1,1,MF,30,6,29,8,11,451,8,0.9,0.6,
Richarlison,eng Premier League,27.0,504,4,1,FW,5,0,8,6,1,89,4,3.7,0.9,
Diego Rico,es La Liga,31.0,2819,0,3,DF,81,34,102,44,6,694,36,0.4,2.7,
Fabian Rieder,de Bundesliga,22.0,867,1,3,"MF,FW",17,10,7,20,9,253,12,1.4,2.0,
Lasse Rieß,de Bundesliga,23.0,180,0,0,GK,0,0,5,0,0,61,0,0.0,0.0,
Luis Rioja,es La Liga,30.0,23,0,0,FW,2,0,0,0,0,8,1,0.0,0.1,
Luis Rioja,es La Liga,30.0,2831,5,3,"MF,FW",33,22,44,61,43,816,35,3.3,4.5,
Rodrigo Riquelme,es La Liga,24.0,516,0,1,"MF,DF",11,2,3,10,6,246,15,0.9,0.8,
Alberto Risco,es La Liga,18.0,69,0,0,"MF,FW",4,0,0,1,1,32,4,0.2,0.1,
Mihailo Ristić,es La Liga,28.0,429,0,1,"DF,MF",7,2,18,9,2,153,4,0.0,0.2,
Lars Ritzka,de Bundesliga,26.0,922,1,0,"DF,MF",49,11,41,18,0,161,5,0.4,0.2,
Gorka Rivera Alonso,es La Liga,19.0,20,0,0,"DF,MF",2,0,0,0,0,5,0,0.0,0.0,
Sergi Roberto,it Serie A,32.0,696,0,1,MF,14,9,14,10,3,340,15,0.7,0.7,
Andrew Robertson,eng Premier League,30.0,2482,0,1,DF,39,21,54,35,7,1107,40,1.2,4.6,
Antonee Robinson,eng Premier League,26.0,3167,0,10,DF,95,62,133,47,38,1343,43,0.7,4.2,
Jay Robinson,eng Premier League,17.0,137,0,0,"MF,FW",4,0,1,2,6,33,3,0.0,0.7,
Marc Roca,es La Liga,27.0,906,2,2,MF,20,14,14,10,4,385,12,1.1,1.0,
Rodri,eng Premier League,28.0,73,0,0,MF,2,1,1,0,0,39,1,0.0,0.0,
Rodri,es La Liga,24.0,118,0,0,FW,2,1,1,3,2,57,2,0.2,0.1,
Adrian Rodriguez,es La Liga,23.0,122,0,0,GK,0,0,3,1,0,19,0,0.0,0.0,
Alejandro Rodriguez,fr Ligue 1,16.0,20,0,0,MF,0,0,0,1,0,1,0,0.0,0.0,
Álvaro Rodríguez,es La Liga,20.0,852,2,0,FW,10,3,12,2,16,186,5,1.2,0.3,
Óscar Rodríguez Arnaiz,es La Liga,26.0,1330,1,4,"MF,FW",32,20,20,13,21,381,19,2.1,2.2,
Arturo Rodríguez,es La Liga,17.0,21,0,0,FW,0,0,0,0,0,7,0,0.0,0.0,
Damián Rodríguez,es La Liga,21.0,927,0,0,MF,14,7,13,10,0,529,17,0.1,0.8,
Dani Rodríguez,es La Liga,36.0,2162,4,7,"MF,FW",49,12,30,17,16,512,33,2.8,3.1,
Daniel Rodriguez,es La Liga,18.0,37,0,0,FW,0,0,0,0,0,20,0,0.0,0.0,
Guido Rodríguez,eng Premier League,30.0,1149,0,1,MF,36,13,35,13,3,327,4,0.2,0.2,
James Rodríguez,es La Liga,33.0,140,0,0,"MF,FW",3,1,0,0,5,71,2,0.3,0.2,
Javi Rodríguez,es La Liga,21.0,2514,3,2,DF,53,33,96,18,10,1187,13,2.3,1.0,
Jesus Rodríguez,es La Liga,18.0,1111,2,0,FW,16,6,3,16,30,361,8,2.3,0.2,
Kirian Rodríguez,es La Liga,28.0,1758,0,3,MF,33,10,21,15,11,763,16,1.6,1.5,
Ricardo Rodríguez,es La Liga,31.0,1274,0,1,DF,28,8,51,8,4,434,7,0.2,0.4,
Rodrygo,es La Liga,23.0,1928,6,5,"FW,MF",21,11,9,15,49,889,49,4.0,3.0,
Mads Roerslev,eng Premier League,25.0,1101,0,2,DF,18,4,35,11,7,352,14,0.2,3.0,
Mads Roerslev,de Bundesliga,25.0,298,0,0,DF,10,5,16,6,2,102,1,0.0,0.0,
Morgan Rogers,eng Premier League,22.0,3114,8,10,"FW,MF",43,6,20,45,66,794,51,6.6,7.8,
Merlin Röhl,de Bundesliga,22.0,965,0,1,"MF,FW",16,6,2,12,12,217,9,0.8,1.7,
Alessio Romagnoli,it Serie A,29.0,2672,2,0,DF,48,26,118,7,1,1064,9,2.4,0.3,
Leo Román,es La Liga,24.0,630,0,0,GK,0,0,6,0,1,124,0,0.0,0.0,
Carlos Romero,es La Liga,22.0,2554,2,1,DF,73,30,102,34,22,593,29,2.0,2.1,
Cristian Romero,eng Premier League,26.0,1416,1,0,DF,35,21,57,7,1,896,7,1.6,0.6,
Isaac Romero,es La Liga,24.0,2156,4,2,FW,13,7,27,17,21,382,20,6.8,2.1,
Luka Romero,es La Liga,19.0,199,0,0,"FW,MF",4,1,0,1,1,42,4,0.8,0.2,
Oriol Romeu,es La Liga,32.0,1356,0,0,MF,38,12,20,11,4,600,8,0.1,0.3,
Valentin Rongier,fr Ligue 1,29.0,1562,3,1,"MF,DF",50,33,28,25,11,896,11,1.0,1.1,
Marten de Roon,it Serie A,33.0,3058,4,4,"MF,DF",74,47,67,17,6,1475,25,0.9,2.3,
Vitor Roque,es La Liga,19.0,1235,4,0,FW,11,7,4,7,10,213,12,6.1,1.2,
Pablo Rosario,fr Ligue 1,27.0,1775,3,1,"MF,DF",30,31,43,11,9,473,16,3.8,0.6,
Lasse Rosenboom,de Bundesliga,22.0,1734,2,2,DF,47,19,71,22,7,284,14,1.9,1.1,
Max Rosenfelder,de Bundesliga,21.0,1249,1,0,DF,27,7,65,18,14,445,5,0.4,0.7,
Valentin Rosier,es La Liga,27.0,2595,1,2,DF,72,52,149,27,23,746,11,0.9,1.1,
Tom Rothe,de Bundesliga,19.0,1670,3,3,"DF,MF",45,18,57,36,5,456,12,1.8,1.3,
Anthony Rouault,fr Ligue 1,23.0,972,0,0,DF,12,8,65,7,0,485,1,0.5,0.0,
Anthony Rouault,de Bundesliga,23.0,1212,1,0,DF,15,19,63,3,2,573,6,0.5,0.3,
Jonas Rouhi,it Serie A,20.0,210,0,0,DF,4,3,2,6,2,84,0,0.0,0.0,
Jérôme Roussillon,de Bundesliga,31.0,136,0,0,"DF,MF",0,2,7,3,1,40,0,0.1,0.0,
Nicolò Rovella,it Serie A,22.0,2718,0,3,MF,84,47,46,11,18,1451,31,1.5,2.2,
Jon Rowe,fr Ligue 1,21.0,807,3,3,"FW,MF",15,2,4,8,20,294,18,3.5,4.5,
Amir Rrahmani,it Serie A,30.0,3406,1,3,DF,39,27,179,11,4,1859,11,2.9,1.1,
Tommaso Rubino,it Serie A,17.0,8,0,0,MF,0,0,0,0,0,3,1,0.0,0.0,
Antonio Rüdiger,es La Liga,31.0,2291,0,0,DF,20,9,96,5,3,1373,7,1.7,0.5,
Matteo Ruggeri,it Serie A,22.0,1751,0,3,DF,39,22,50,25,6,785,24,0.2,2.0,
Aitor Ruibal,es La Liga,28.0,1313,1,3,"DF,FW",32,14,40,14,14,398,20,0.9,2.4,
Abel Ruiz,es La Liga,24.0,1346,4,0,FW,6,5,7,5,7,225,8,4.6,0.5,
Ferrán Ruiz,es La Liga,21.0,18,0,0,MF,0,1,0,0,0,5,0,0.0,0.0,
Fabián Ruiz Peña,fr Ligue 1,28.0,1923,4,5,MF,37,16,27,27,14,1037,36,4.3,4.7,
Gerónimo Rulli,fr Ligue 1,32.0,3060,0,0,GK,4,1,25,0,0,789,2,0.0,0.1,
Georginio Rutter,eng Premier League,22.0,1656,5,3,"MF,FW",39,10,13,14,27,361,19,4.6,2.5,
Mathew Ryan,fr Ligue 1,32.0,1260,0,0,GK,1,1,2,0,0,273,0,0.0,0.0,
Julian Ryerson,de Bundesliga,26.0,2259,2,3,DF,46,22,26,31,36,1002,36,0.7,4.5,
Frederik Rønnow,de Bundesliga,31.0,2520,0,0,GK,0,0,22,0,1,564,0,0.1,0.0,
José Sá,eng Premier League,31.0,2609,0,0,GK,2,0,15,1,8,630,3,0.0,0.2,
Elias Saad,de Bundesliga,24.0,900,3,2,"FW,MF",20,3,1,12,16,301,14,2.8,0.8,
Youssouf Sabaly,es La Liga,31.0,1581,0,1,DF,40,13,40,20,8,620,11,0.2,0.8,
Emmanuel Sabbi,fr Ligue 1,26.0,653,0,0,"FW,MF",14,3,4,4,11,130,4,1.9,0.6,
Stefano Sabelli,it Serie A,31.0,2058,0,2,DF,58,22,65,28,4,641,18,0.1,1.9,
Marcel Sabitzer,de Bundesliga,30.0,1616,1,0,MF,29,10,29,15,6,577,12,1.8,1.6,
Falaye Sacko,fr Ligue 1,29.0,1233,0,1,DF,14,13,21,14,2,371,7,0.0,0.2,
Umar Sadiq,es La Liga,27.0,825,5,0,FW,10,1,7,5,11,175,6,3.4,0.7,
Umar Sadiq,es La Liga,27.0,227,0,0,FW,2,1,2,2,5,49,1,0.2,0.2,
Alexis Saelemaekers,it Serie A,25.0,1389,7,3,"DF,FW",33,9,8,20,22,582,24,2.5,2.6,
Alexis Saelemaekers,it Serie A,25.0,90,0,0,"DF,FW",1,1,0,0,0,59,2,0.0,0.1,
Jorge Sáenz,es La Liga,27.0,1690,1,0,DF,37,25,161,2,4,579,2,1.3,0.1,
Matvei Safonov,fr Ligue 1,25.0,879,0,0,GK,0,1,3,1,0,203,0,0.0,0.0,
Modibo Sagnan,fr Ligue 1,25.0,2141,2,0,DF,57,29,110,7,13,657,6,0.7,0.6,
Richie Sagrado,it Serie A,20.0,140,0,0,DF,2,3,4,1,0,21,0,0.1,0.0,
Osame Sahraoui,fr Ligue 1,23.0,1293,3,3,"FW,MF",13,7,8,23,35,535,29,2.9,3.6,
Wesley Saïd,fr Ligue 1,29.0,905,3,0,FW,16,2,2,3,9,185,9,3.2,1.0,
Théo Sainte-Luce,fr Ligue 1,25.0,1018,1,0,DF,24,12,33,8,12,199,8,1.0,0.8,
Bukayo Saka,eng Premier League,22.0,1729,6,10,"FW,MF",29,3,8,21,41,628,58,6.8,7.6,
Faik Sakar,de Bundesliga,16.0,1,0,0,MF,0,0,0,0,0,0,0,0.0,0.0,
Marco Sala,it Serie A,25.0,261,0,0,DF,9,1,9,5,1,113,1,0.0,0.1,
Marco Sala,it Serie A,25.0,72,0,0,DF,1,0,0,0,0,32,1,0.0,0.4,
Ibrahim Salah,fr Ligue 1,22.0,358,1,1,FW,4,2,0,7,9,124,6,0.6,0.6,
Mohamed Salah,eng Premier League,32.0,3371,29,18,FW,21,9,5,62,58,1149,88,25.2,14.2,
Anass Salah-Eddine,it Serie A,22.0,152,0,1,DF,1,1,2,4,0,61,2,0.3,0.1,
Amine Salama,fr Ligue 1,24.0,373,0,0,FW,3,1,0,4,7,81,5,0.7,0.3,
Jan Salas,es La Liga,18.0,43,0,0,"MF,FW",3,0,0,0,0,13,0,0.1,0.0,
Kike Salas,es La Liga,22.0,2238,3,2,DF,47,32,146,16,3,717,6,1.9,0.6,
Manolis Saliakas,de Bundesliga,27.0,2314,2,1,"MF,DF",46,20,62,29,3,653,26,1.5,2.6,
William Saliba,eng Premier League,23.0,3039,2,0,DF,62,21,119,4,12,1756,7,2.3,0.9,
Mohammed Salisu,fr Ligue 1,25.0,1023,1,0,DF,28,16,54,7,0,545,3,0.8,0.1,
Roland Sallai,de Bundesliga,27.0,46,0,0,"FW,MF",2,1,0,0,0,16,1,0.1,0.1,
Yoann Salmier,fr Ligue 1,31.0,797,0,0,DF,14,10,59,4,4,205,2,0.8,0.2,
Lazar Samardzic,it Serie A,22.0,1169,2,1,MF,21,2,6,8,27,573,35,2.0,2.9,
Diadie Samassékou,de Bundesliga,28.0,290,0,0,MF,5,5,5,1,4,92,0,0.1,0.0,
Mama Samba Baldé,fr Ligue 1,28.0,33,0,0,FW,2,1,1,0,0,7,0,0.1,0.0,
Mama Samba Baldé,fr Ligue 1,28.0,1149,2,3,FW,13,6,14,11,17,257,16,3.0,2.1,
Brice Samba,fr Ligue 1,30.0,1529,0,0,GK,2,0,12,0,0,404,0,0.0,0.0,
Brice Samba,fr Ligue 1,30.0,1350,0,0,GK,0,1,6,0,1,323,0,0.0,0.0,
Albert Sambi Lokonga,es La Liga,24.0,1471,0,2,MF,22,9,24,5,4,533,19,0.9,1.0,
Junior Sambia,it Serie A,27.0,387,0,0,"DF,FW",14,2,5,4,7,105,6,0.4,0.3,
Chuky san jose,es La Liga,20.0,728,2,0,MF,8,0,4,9,4,107,8,2.2,1.2,
Antonio Sanabria,it Serie A,28.0,1318,2,1,FW,3,1,13,2,6,227,9,2.9,0.5,
Oihan Sancet,es La Liga,24.0,1620,15,1,MF,13,5,6,14,24,464,21,9.7,1.9,
Alexis Sánchez,it Serie A,35.0,437,0,0,FW,3,4,1,4,4,121,3,0.8,0.2,
Antonio Sánchez,es La Liga,27.0,1395,0,0,"MF,DF",28,18,36,13,14,367,5,1.1,0.6,
Iván Sánchez,es La Liga,31.0,1404,2,1,"MF,FW",37,14,10,15,28,467,24,0.7,2.9,
Javi Sánchez,es La Liga,27.0,2026,2,0,DF,26,22,111,6,2,720,6,0.5,0.3,
Juanlu Sánchez,es La Liga,20.0,1722,4,4,"MF,DF",50,17,19,31,11,427,24,2.1,2.8,
Manu Sánchez,es La Liga,23.0,2634,1,0,DF,83,30,76,43,8,562,16,1.7,1.2,
Robert Sánchez,eng Premier League,26.0,2880,0,0,GK,0,2,24,1,0,881,2,0.0,0.1,
Jadon Sancho,eng Premier League,24.0,1764,3,4,FW,13,2,8,24,45,653,38,2.2,3.7,
Philipp Sander,de Bundesliga,26.0,1400,1,0,MF,33,23,44,15,11,473,13,1.2,0.6,
James Sands,de Bundesliga,24.0,453,0,0,"MF,DF",15,5,8,5,1,119,1,0.1,0.0,
Leroy Sané,de Bundesliga,28.0,1637,11,5,FW,23,7,3,28,39,787,36,10.2,5.5,
Arouna Sangante,fr Ligue 1,22.0,1244,3,0,DF,25,21,65,3,5,546,3,1.0,0.1,
Ibrahim Sangaré,eng Premier League,26.0,590,0,1,MF,28,6,13,9,0,171,4,0.0,0.4,
Nhoa Sangui,fr Ligue 1,18.0,1158,0,2,"DF,MF",16,8,23,15,10,362,5,0.1,0.5,
Maroan Sannadi,es La Liga,23.0,754,1,1,FW,5,1,2,9,14,198,7,3.5,0.6,
Kaishu Sano,de Bundesliga,23.0,3043,0,0,MF,61,65,56,26,32,894,19,0.9,1.2,
Morgan Sanson,fr Ligue 1,29.0,235,3,0,MF,6,4,2,2,2,89,1,1.5,0.1,
Nicola Sansone,it Serie A,32.0,65,0,0,"MF,FW",0,0,0,0,0,20,1,0.2,0.0,
Baptiste Santamaria,fr Ligue 1,29.0,927,0,0,MF,20,18,19,9,8,277,9,0.9,1.0,
Baptiste Santamaria,fr Ligue 1,29.0,482,0,1,MF,11,12,7,9,1,198,4,0.1,0.3,
Jesús Santiago,es La Liga,20.0,372,0,0,MF,14,1,3,3,1,97,0,0.0,0.0,
Andrey Santos,fr Ligue 1,20.0,2855,10,3,MF,110,32,67,23,18,1015,27,5.1,3.3,
Kauã Santos,de Bundesliga,21.0,765,0,0,GK,0,0,10,1,0,191,1,0.0,0.0,
Tiago Santos,fr Ligue 1,22.0,404,0,0,DF,12,2,4,6,12,191,5,0.4,0.6,
Pablo Sarabia,eng Premier League,32.0,814,3,2,"MF,FW",16,4,7,19,6,325,15,2.9,1.8,
Jeremy Sarmiento,eng Premier League,22.0,9,0,0,MF,0,0,0,0,0,6,0,0.0,0.0,
Amin Sarr,it Serie A,23.0,1907,4,1,FW,22,3,14,16,14,345,22,3.2,2.1,
Ismaila Sarr,eng Premier League,26.0,2711,8,6,MF,22,9,40,26,17,607,44,10.7,8.5,
Malang Sarr,fr Ligue 1,25.0,1385,0,0,DF,21,22,63,11,2,665,5,0.3,0.3,
Mamadou Sarr,fr Ligue 1,18.0,2365,0,1,DF,37,25,117,13,10,1241,5,0.8,0.3,
Martin Satriano,fr Ligue 1,23.0,88,0,0,"FW,DF",3,0,2,2,1,24,2,0.4,0.1,
Razvan Sava,it Serie A,22.0,1080,0,0,GK,0,0,6,1,0,262,0,0.0,0.0,
Téji Savanier,fr Ligue 1,32.0,2363,2,5,MF,29,15,21,27,27,909,67,3.8,6.9,
Sávio,eng Premier League,20.0,1766,1,8,"FW,MF",23,6,9,33,52,783,46,5.0,6.9,
Nicolò Savona,it Serie A,21.0,1724,2,1,DF,29,11,38,14,6,778,16,0.5,1.2,
Saba Sazonov,it Serie A,22.0,3,0,0,DF,0,0,0,0,0,0,0,0.0,0.0,
Joe Scally,de Bundesliga,21.0,2578,0,0,DF,45,16,86,34,31,980,11,0.4,1.1,
Giorgio Scalvini,it Serie A,20.0,272,0,0,DF,8,4,7,3,5,158,0,0.1,0.0,
Gianluca Scamacca,it Serie A,25.0,6,0,0,FW,0,0,0,0,0,2,0,0.1,0.0,
Oliver Scarles,eng Premier League,18.0,665,0,0,"DF,FW",21,11,26,5,2,219,2,0.1,0.1,
Dane Scarlett,eng Premier League,20.0,34,0,1,"FW,MF",1,0,1,1,0,5,1,0.0,0.0,
Kevin Schade,eng Premier League,22.0,2293,11,2,FW,39,5,34,20,30,434,23,8.2,3.7,
András Schäfer,de Bundesliga,25.0,1534,1,1,MF,52,22,36,19,13,362,10,0.6,0.9,
Fabian Schär,eng Premier League,32.0,2934,4,0,DF,36,45,138,8,8,1438,5,3.7,0.4,
Patrik Schick,de Bundesliga,28.0,1684,21,0,FW,6,4,17,9,10,312,11,12.7,0.6,
Stefan Schimmer,de Bundesliga,30.0,247,0,0,"FW,MF",2,0,4,4,0,38,4,1.1,0.3,
Joël Schingtienne,it Serie A,21.0,1122,0,0,DF,27,14,25,4,5,299,3,0.0,0.1,
Xaver Schlager,de Bundesliga,26.0,181,0,0,MF,4,0,3,0,1,56,1,0.1,0.7,
Keven Schlotterbeck,de Bundesliga,27.0,1297,3,1,DF,19,15,73,3,3,424,7,0.8,0.6,
Nico Schlotterbeck,de Bundesliga,24.0,1982,0,4,DF,38,22,79,22,14,1467,18,1.3,2.1,
Jeffrey Schlupp,eng Premier League,31.0,103,0,0,"MF,DF",2,0,2,0,1,30,3,0.2,0.2,
Romano Schmid,de Bundesliga,24.0,2834,5,4,MF,43,11,9,39,45,1315,68,4.3,6.2,
Niklas Schmidt,fr Ligue 1,26.0,205,0,1,MF,6,1,4,4,0,109,5,0.1,0.7,
Jan Schöppner,de Bundesliga,25.0,2681,4,3,MF,56,43,95,26,14,704,25,3.9,3.4,
Marvin Schulz,de Bundesliga,29.0,306,0,0,"MF,DF",6,0,17,0,1,95,4,0.0,0.7,
Alexander Schwolow,de Bundesliga,32.0,540,0,0,GK,0,0,2,1,0,138,0,0.0,0.0,
Léo Scienza,de Bundesliga,25.0,1153,3,3,"FW,MF",17,5,9,13,37,368,34,2.0,3.7,
Alex Scott,eng Premier League,20.0,755,0,0,MF,27,10,15,6,6,247,12,0.7,0.9,
Simone Scuffet,it Serie A,28.0,1170,0,0,GK,0,0,8,0,0,201,0,0.0,0.0,
Simone Scuffet,it Serie A,28.0,90,0,0,GK,0,0,2,0,0,27,0,0.0,0.0,
Jérémy Sebas,fr Ligue 1,21.0,190,0,0,"FW,MF",3,0,4,3,6,41,1,0.7,0.0,
Aleksandar Sedlar,es La Liga,32.0,594,0,0,DF,18,10,24,1,0,141,0,0.0,0.0,
Jacopo Seghetti,it Serie A,19.0,90,0,0,GK,0,0,0,0,0,12,0,0.0,0.0,
Alidu Seidu,fr Ligue 1,24.0,803,0,0,DF,22,14,17,7,9,338,5,0.1,0.3,
Nicolas Seiwald,de Bundesliga,23.0,2084,0,0,"MF,DF",53,31,76,21,4,760,20,0.2,1.7,
Hiroki Sekine,fr Ligue 1,21.0,887,0,0,DF,9,5,51,15,6,328,3,0.1,0.2,
Matz Sels,eng Premier League,32.0,3420,0,0,GK,1,0,26,0,0,528,2,0.0,0.4,
Nélson Semedo,eng Premier League,30.0,2886,0,4,DF,62,23,104,36,32,901,25,0.9,2.8,
Antoine Semenyo,eng Premier League,24.0,3203,11,5,FW,55,11,39,40,69,979,46,10.0,5.8,
Marvin Senaya,fr Ligue 1,23.0,227,0,0,DF,8,7,12,4,0,72,2,0.0,0.1,
